NMec = 95584
T = 11
P = 6
Profits not ignored
Valid tasks:                                                             1795
Solution time = 4.927e-05
Task data
6096 1
6105 2
6124 1
6126 1
6129 1
6146 1
6149 1
6151 1
6163 1
6166 1
6172 1
6175 1
6187 1
6193 1
6195 1
6196 2
6218 1
6222 1
6230 1
6235 1
6239 1
6242 1
6252 1
6256 1
6259 1
6265 1
6275 1
6301 1
6307 1
6311 1
6322 1
6329 1
6331 1
6343 1
6346 1
6366 1
6368 1
6378 1
6391 1
6392 2
6395 1
6398 1
6401 1
6412 1
6413 1
6415 1
6422 1
6424 1
6435 1
6439 1
6457 1
6459 1
6461 1
6464 1
6467 1
6482 1
6494 1
6524 1
6527 1
6528 1
6539 1
6548 2
6550 1
6574 1
6578 1
6591 1
6594 1
6595 1
6608 1
6609 1
6611 1
6615 1
6617 1
6618 1
6620 2
6641 2
6644 1
6650 1
6663 1
6664 1
6665 1
6681 1
6684 1
6687 1
6699 1
6710 1
6711 1
6713 1
6734 1
6744 2
6754 1
6765 1
6771 1
6774 1
6776 1
6780 1
6791 1
6800 1
6811 1
6813 1
6816 1
6820 1
6835 1
6837 3
6846 2
6858 1
6867 1
6870 1
6880 1
6882 1
6893 1
6904 2
6906 1
6907 1
6909 1
6913 1
6928 1
6930 1
6934 1
6936 1
6937 1
6951 1
6954 1
6961 1
6963 1
6971 1
6976 1
6993 2
6996 1
6997 2
7000 1
7006 1
7016 1
7033 1
7042 1
7054 1
7062 1
7063 2
7065 1
7069 1
7084 1
7087 2
7089 1
7109 1
7119 1
7121 1
7124 1
7126 1
7132 1
7133 1
7135 1
7150 1
7153 2
7154 1
7156 2
7159 1
7176 1
7180 2
7193 1
7198 1
7202 1
7205 1
7210 1
7214 1
7217 1
7223 1
7225 1
7245 1
7249 1
7252 1
7259 1
7265 1
7269 1
7280 1
7282 1
7286 1
7289 1
7291 1
7304 1
7306 1
7315 1
7331 1
7336 2
7349 2
7350 1
7352 1
7358 1
7359 1
7361 1
7370 1
7373 1
7376 1
7382 1
7385 1
7397 1
7399 1
7405 1
7408 1
7415 1
7419 1
7421 1
7422 2
7425 1
7440 1
7442 1
7451 1
7452 1
7454 1
7469 1
7475 1
7485 1
7487 1
7491 1
7502 1
7506 1
7508 1
7512 1
7532 2
7541 1
7553 1
7554 1
7557 1
7566 1
7569 1
7575 1
7578 3
7580 1
7595 1
7599 1
7601 1
7602 1
7604 2
7608 1
7621 1
7623 1
7625 1
7634 1
7638 1
7639 1
7645 1
7647 2
7650 1
7662 1
7668 1
7671 2
7674 1
7692 2
7695 1
7702 1
7717 1
7729 1
7734 1
7737 1
7738 1
7740 1
7749 1
7751 1
7755 1
7758 1
7764 1
7771 1
7774 2
7795 2
7800 1
7803 1
7804 2
7806 1
7810 1
7821 2
7828 1
7830 2
7843 1
7845 1
7851 1
7862 1
7864 1
7865 1
7867 2
7876 1
7888 1
7891 1
7894 1
7897 1
7900 1
7909 1
7911 1
7912 1
7921 1
7923 1
7934 2
7936 1
7938 1
7951 1
7954 1
7955 1
7956 1
7958 1
7960 1
7964 1
7966 1
7981 1
7986 1
7990 1
7991 1
7993 1
8000 1
8017 1
8020 1
8023 2
8026 1
8027 2
8045 1
8047 2
8049 1
8072 1
8077 1
8084 1
8090 1
8092 1
8093 1
8094 1
8107 1
8108 1
8111 1
8114 2
8116 1
8117 2
8119 1
8138 1
8140 1
8143 1
8146 1
8149 1
8151 1
8156 1
8160 1
8162 1
8163 1
8173 1
8177 1
8180 1
8183 2
8186 1
8203 1
8207 1
8209 1
8210 2
8228 1
8232 1
8240 1
8243 1
8244 1
8249 1
8264 1
8266 1
8273 1
8275 1
8279 1
8289 1
8290 1
8294 1
8299 1
8307 1
8310 1
8312 1
8316 1
8319 1
8321 1
8333 1
8334 1
8336 2
8342 1
8343 1
8345 2
8357 1
8360 1
8363 1
8366 2
8379 2
8380 1
8388 1
8392 1
8400 1
8403 1
8405 1
8409 1
8412 1
8415 1
8426 1
8427 1
8429 1
8433 1
8435 1
8445 1
8449 1
8450 1
8460 1
8470 1
8471 1
8481 1
8490 1
8492 1
8495 1
8496 1
8499 1
8505 1
8512 1
8515 1
8516 1
8529 1
8532 1
8536 1
8538 1
8541 1
8553 1
8559 1
8561 1
8562 4
8571 1
8583 1
8584 1
8586 1
8588 1
8592 1
8596 1
8605 2
8608 1
8609 1
8620 1
8622 1
8625 1
8629 1
8631 2
8632 1
8634 1
8650 1
8652 1
8653 1
8655 1
8664 1
8675 1
8677 1
8679 1
8692 1
8695 1
8697 1
8698 1
8701 1
8709 1
8712 1
8713 1
8722 2
8732 1
8744 1
8748 1
8758 2
8761 1
8764 1
8767 1
8768 1
8778 1
8779 2
8781 1
8785 1
8788 2
8790 1
8801 1
8803 1
8805 1
8814 1
8825 1
8827 1
8830 1
8833 1
8834 1
8835 1
8848 1
8849 1
8851 1
8855 1
8857 1
8858 1
8860 1
8869 1
8872 1
8875 1
8881 1
8884 1
8892 1
8894 1
8896 1
8904 1
8914 2
8918 2
8921 1
8924 1
8927 1
8939 1
8941 1
8944 1
8948 1
8950 1
8951 1
8961 1
8965 1
8968 1
8975 1
8981 1
8983 1
8984 1
8985 1
8986 1
8990 1
9005 1
9007 2
9010 1
9016 1
9020 1
9030 1
9031 1
9040 1
9047 1
9050 1
9052 1
9053 1
9065 1
9074 2
9075 1
9076 1
9077 2
9079 1
9098 1
9100 1
9101 2
9104 1
9107 1
9120 1
9121 1
9124 1
9131 1
9133 1
9135 1
9137 1
9138 1
9141 1
9144 1
9146 2
9166 1
9167 2
9168 1
9170 2
9173 1
9176 1
9186 1
9190 1
9191 1
9201 1
9203 1
9207 1
9212 1
9224 1
9233 1
9236 1
9237 1
9239 1
9248 1
9257 2
9259 1
9270 2
9273 1
9279 1
9291 1
9294 2
9296 1
9300 1
9302 1
9303 2
9317 1
9318 1
9320 2
9324 1
9326 1
9329 2
9337 1
9342 1
9346 1
9350 2
9361 1
9363 3
9366 1
9372 2
9373 1
9375 1
9384 1
9387 1
9390 1
9393 1
9396 1
9408 1
9419 1
9422 1
9429 1
9433 1
9435 1
9439 1
9450 1
9453 2
9454 1
9456 1
9463 1
9474 1
9480 1
9485 1
9487 1
9489 1
9490 1
9499 1
9501 1
9516 1
9519 2
9520 2
9522 2
9525 1
9526 1
9529 1
9542 1
9544 1
9546 3
9555 1
9559 1
9567 1
9568 1
9571 1
9580 1
9583 1
9589 2
9591 1
9592 2
9610 1
9613 2
9615 1
9616 1
9618 1
9622 1
9635 1
9637 1
9639 1
9645 1
9650 1
9652 1
9655 1
9659 1
9661 1
9670 1
9672 1
9676 1
9680 1
9682 1
9685 1
9702 2
9706 2
9709 1
9716 1
9724 1
9725 1
9727 1
9731 1
9736 1
9739 1
9742 1
9743 1
9748 1
9751 1
9763 1
9765 1
9771 1
9772 1
9774 1
9778 1
9785 1
9788 2
9791 1
9793 1
9806 1
9808 1
9809 1
9815 1
9817 1
9818 1
9820 1
9830 1
9832 1
9833 1
9835 1
9841 1
9842 1
9844 1
9857 1
9859 1
9862 2
9865 1
9872 1
9876 1
9878 1
9879 1
9885 1
9887 1
9899 1
9902 1
9907 1
9908 1
9911 1
9914 1
9919 1
9923 1
9925 1
9926 1
9934 1
9941 1
9944 2
9948 2
9965 1
9968 1
9970 1
9974 1
9978 1
9980 1
9989 1
9991 1
9995 1
9998 1
10000 1
10005 1
10011 1
10013 1
10015 1
10028 1
10032 1
10034 1
10035 1
10037 2
10040 1
10058 2
10059 1
10061 2
10067 1
10070 1
10079 1
10082 1
10083 1
10091 1
10095 1
10104 3
10106 1
10108 1
10121 1
10124 1
10125 1
10128 2
10130 2
10131 2
10134 1
10149 1
10151 1
10160 1
10161 1
10163 1
10165 1
10170 1
10176 1
10187 1
10194 1
10196 1
10197 2
10200 1
10211 1
10215 1
10217 1
10221 1
10228 1
10231 1
10242 1
10254 1
10257 1
10260 1
10263 1
10266 1
10275 1
10277 1
10278 2
10284 1
10287 3
10289 1
10300 2
10304 1
10308 1
10313 1
10321 2
10324 1
10326 1
10330 2
10332 1
10333 1
10347 2
10348 1
10350 1
10354 1
10356 2
10359 1
10371 1
10377 1
10380 2
10391 1
10393 2
10402 1
10411 1
10413 1
10414 1
10417 1
10426 1
10438 1
10443 1
10447 1
10449 1
10459 1
10460 1
10464 1
10474 1
10477 1
10480 2
10482 1
10483 2
10484 1
10504 2
10506 1
10509 1
10512 1
10513 1
10515 1
10517 1
10519 1
10526 1
10529 1
10530 1
10543 1
10546 1
10549 2
10550 1
10552 1
10571 1
10573 2
10574 1
10575 1
10576 2
10585 1
10597 1
10598 1
10600 1
10603 1
10610 1
10619 1
10620 1
10630 1
10634 1
10640 1
10643 2
10645 1
10660 1
10664 1
10665 1
10666 1
10667 1
10669 1
10675 1
10682 1
10685 1
10689 1
10699 1
10700 1
10702 1
10706 1
10709 1
10711 1
10723 1
10726 1
10729 1
10732 2
10736 2
10746 1
10754 1
10756 1
10758 1
10766 1
10769 1
10775 1
10778 1
10781 1
10790 1
10792 1
10793 1
10795 1
10799 1
10801 1
10802 1
10815 1
10816 1
10817 1
10820 1
10823 1
10825 1
10836 1
10845 1
10847 1
10849 1
10860 1
10862 2
10865 1
10869 1
10871 2
10872 1
10882 1
10883 1
10886 1
10889 1
10892 2
10902 1
10906 1
10918 1
10928 2
10937 1
10938 1
10941 1
10949 1
10952 1
10953 1
10955 1
10958 1
10971 1
10973 1
10975 1
10986 1
10995 1
10997 1
10998 1
11000 1
11016 1
11018 1
11019 1
11021 1
11025 1
11028 1
11030 1
11041 1
11042 1
11045 2
11054 1
11058 1
11062 1
11064 1
11066 1
11067 1
11079 1
11088 4
11089 1
11091 1
11097 1
11109 1
11112 1
11114 1
11118 1
11121 1
11134 1
11135 1
11138 1
11145 1
11151 1
11154 1
11155 1
11158 1
11160 1
11169 1
11179 1
11180 1
11190 1
11200 1
11201 1
11205 1
11215 1
11217 1
11221 1
11223 1
11224 1
11235 1
11238 1
11241 1
11245 1
11247 1
11250 1
11258 1
11262 1
11270 1
11271 2
11284 2
11287 1
11290 1
11293 1
11305 2
11307 1
11308 1
11314 2
11316 1
11317 1
11329 1
11331 1
11334 1
11338 1
11340 1
11343 1
11351 1
11356 1
11360 1
11361 1
11371 1
11377 1
11384 1
11386 1
11401 1
11406 1
11407 1
11410 1
11418 1
11422 1
11440 2
11441 1
11443 1
11447 1
11464 1
11467 2
11470 1
11473 1
11477 1
11487 1
11488 1
11490 1
11494 1
11499 1
11501 1
11504 1
11507 1
11510 1
11512 1
11533 2
11534 1
11536 2
11539 1
11542 1
11543 1
11556 1
11557 1
11560 1
11566 1
11573 1
11578 1
11601 1
11603 2
11605 1
11623 2
11627 2
11630 1
11633 1
11650 1
11657 1
11659 1
11660 1
11664 1
11669 1
11684 1
11686 1
11690 1
11692 1
11694 1
11695 1
11696 1
11699 1
11712 1
11716 2
11727 1
11729 1
11738 1
11739 1
11741 1
11750 1
11753 1
11756 1
11759 1
11762 1
11774 1
11783 2
11785 1
11786 1
11788 1
11799 1
11805 1
11820 2
11822 1
11829 1
11840 1
11844 1
11846 2
11847 1
11850 1
11855 2
11876 2
11879 1
11886 1
11892 1
11895 1
11899 1
11901 1
11910 1
11912 1
11913 1
11916 1
11921 1
11933 1
11948 1
11955 1
11958 2
11976 1
11979 2
11982 1
11988 1
12000 1
12003 2
12005 1
12011 1
12016 1
12025 1
12027 1
12029 1
12042 1
12046 1
12048 1
12051 1
12055 1
12072 3
12075 1
12081 1
12084 1
12093 1
12096 1
12097 1
12109 1
12118 2
12138 1
12142 1
12144 1
12148 1
12159 1
12165 1
12175 1
12181 1
12196 1
12198 1
12199 1
12208 1
12210 1
12225 1
12228 2
12231 1
12235 1
12242 1
12245 1
12251 1
12253 1
12265 1
12268 1
12274 1
12277 1
12280 1
12289 1
12291 1
12292 1
12298 1
12300 1
12301 2
12314 2
12335 1
12344 1
12346 1
12359 1
12361 1
12364 1
12370 1
12381 1
12385 1
12391 1
12398 1
12401 1
12425 1
12433 1
12436 1
12440 1
12445 1
12448 1
12452 1
12457 1
12470 2
12474 1
12491 1
12494 2
12496 1
12497 2
12500 1
12515 1
12517 1
12518 1
12526 1
12529 1
12531 1
12541 1
12563 2
12566 1
12581 1
12587 1
12596 1
12608 1
12634 1
12644 1
12650 1
12653 2
12657 2
12674 1
12679 1
12687 1
12689 1
12696 1
12699 1
12713 1
12714 1
12716 1
12720 1
12722 1
12737 1
12743 1
12746 2
12757 1
12768 1
12780 1
12792 1
12804 1
12813 3
12815 1
12830 1
12839 1
12850 1
12870 1
12874 1
12876 1
12879 1
12885 1
12896 1
12906 2
12916 1
12937 1
12940 1
12951 1
12963 1
12969 1
12985 1
12986 1
13000 1
13006 1
13009 2
13030 2
13033 1
13035 1
13041 1
13055 1
13056 1
13059 1
13072 1
13102 2
13111 1
13123 1
13156 1
13168 1
13183 1
13186 1
13189 1
13191 1
13211 1
13226 1
13228 1
13235 1
13238 1
13249 1
13252 1
13255 1
13258 2
13272 1
13284 1
13304 1
13307 1
13319 1
13328 1
13339 1
13391 1
13394 1
13408 1
13411 1
13415 1
13428 1
13432 1
13454 1
13455 1
13463 1
13475 1
13484 1
13487 1
13501 1
13521 1
13524 1
13526 1
13545 1
13556 1
13571 1
13611 1
13637 1
13671 1
13674 1
13680 1
13695 1
13704 1
13706 1
13709 1
13726 1
13743 1
13750 1
13767 1
13773 1
13788 1
13843 1
13854 1
13869 1
13909 1
13926 1
13944 1
13967 1
13993 1
13999 1
14030 1
14060 1
14065 1
14086 1
14149 1
14186 1
14210 1
14213 1
14216 1
14221 1
14242 1
14265 1
14282 1
14366 1
14369 1
14421 1
14438 1
14459 1
14484 1
14514 1
14664 1
14667 1
14701 1
14725 1
14736 1
14884 1
15023 1
15179 1
15240 1
15396 1
15694 1
End
