NMec = 95584
T = 11
P = 6
Profits not ignored
Valid tasks:                                                             1795
Solution time = 4.927e-05
Task data
    3  14   958 0
    3  28  2014 1
    5  21  2170 2
    6  25  2709 3
    8  20  1921 4
   10  22  2526 5
   11  18   741 -1
   11  21  1716 -1
   13  23  1499 -1
   17  29  2366 0
   21  29  1030 4
Best profit: 15694
All profits:
0 1
741 1
958 1
1030 1
1499 1
1699 1
1716 1
1771 1
1921 1
1988 1
2014 1
2170 1
2240 1
2366 1
2457 2
2526 1
2529 1
2662 1
2674 1
2709 1
2729 1
2746 1
2755 1
2879 1
2911 1
2951 1
2972 1
3044 1
3107 1
3128 1
3198 1
3200 1
3215 1
3267 1
3270 1
3324 1
3396 1
3415 1
3420 1
3450 1
3484 1
3487 2
3513 1
3556 1
3620 1
3637 1
3667 1
3669 1
3692 1
3704 1
3713 1
3730 1
3739 1
3785 1
3865 1
3869 1
3886 1
3909 1
3935 1
3941 1
3956 1
4002 1
4025 1
4065 1
4082 1
4091 1
4137 1
4158 1
4161 1
4173 1
4184 1
4208 1
4225 1
4228 1
4242 1
4245 1
4254 1
4287 1
4297 1
4354 1
4378 2
4380 1
4408 1
4410 1
4425 1
4445 1
4447 1
4450 1
4471 2
4480 1
4514 1
4536 1
4540 1
4543 1
4595 1
4606 1
4627 2
4630 1
4650 1
4667 1
4676 1
4688 1
4696 1
4697 1
4699 1
4723 1
4743 1
4760 1
4766 1
4823 2
4832 1
4844 1
4879 1
4892 1
4893 1
4895 1
4899 1
4914 1
4916 1
4925 1
4949 1
4965 1
4983 2
4986 1
5028 1
5040 1
5049 1
5055 1
5075 1
5095 1
5112 1
5119 1
5121 2
5136 1
5142 1
5166 2
5188 1
5191 1
5200 1
5203 1
5212 1
5214 1
5229 1
5235 1
5238 1
5245 1
5255 1
5272 1
5277 1
5281 1
5284 1
5317 1
5336 1
5338 1
5368 1
5371 1
5383 1
5385 1
5405 1
5408 2
5410 1
5429 1
5434 1
5437 1
5438 1
5440 1
5455 1
5464 1
5477 1
5494 1
5498 1
5501 2
5564 1
5566 1
5570 1
5581 1
5585 1
5588 1
5590 1
5620 1
5625 1
5633 1
5634 1
5636 1
5651 1
5654 1
5657 2
5660 1
5681 1
5683 1
5706 1
5718 1
5724 1
5726 1
5741 1
5753 1
5781 1
5786 1
5790 1
5796 1
5807 1
5816 1
5837 1
5850 1
5853 2
5862 1
5874 1
5877 1
5879 1
5883 1
5900 1
5907 1
5909 1
5922 1
5923 1
5924 1
5941 1
5944 1
5946 1
5955 1
5970 1
5976 1
5979 1
5986 1
6003 1
6013 2
6033 1
6035 1
6039 1
6058 1
6070 1
6079 2
6094 1
