NMec = 95584
T = 10
P = 7
Profits not ignored
Valid tasks:                                                             1024
Solution time = 3.170e-05
Task data
    0  14  1083 0
    1   6   648 1
    4  26  5711 2
    6   9   361 3
    6  19   956 4
    7  21  1621 1
   10  25  3484 3
   14  23  1275 5
   17  22   643 0
   21  26  1051 4
Best profit: 16833
All profits:
0 1
361 1
643 1
648 1
956 1
1004 1
1009 1
1051 1
1083 1
1275 1
1291 1
1317 1
1412 1
1444 1
1599 1
1604 1
1621 1
1636 1
1652 1
1694 1
1699 1
1726 1
1731 1
1918 1
1923 1
1960 1
1965 1
1982 1
2007 1
2039 1
2055 1
2060 1
2087 1
2092 1
2134 1
2231 1
2247 1
2264 1
2269 1
2279 1
2284 1
2326 1
2342 1
2358 1
2368 1
2374 1
2400 1
2495 1
2566 1
2577 1
2592 1
2608 1
2625 1
2630 1
2650 1
2655 1
2672 1
2682 1
2687 2
2703 1
2704 1
2719 1
2735 1
2777 1
2782 1
2874 1
2879 1
2896 1
2912 1
2927 1
2938 1
2969 1
2974 1
3001 1
3006 1
3011 1
3016 1
3033 1
3043 1
3048 1
3065 1
3090 1
3138 1
3143 1
3220 1
3225 1
3235 1
3240 1
3257 1
3273 1
3282 1
3298 1
3314 1
3315 1
3320 1
3330 2
3335 1
3347 1
3352 1
3362 1
3367 1
3409 1
3425 1
3451 1
3484 1
3522 1
3539 1
3544 1
3581 1
3586 1
3617 1
3628 1
3643 1
3649 1
3659 1
3660 1
3675 1
3676 1
3681 1
3691 1
3708 1
3713 1
3733 1
3738 1
3755 1
3770 1
3786 1
3845 1
3852 1
3868 1
3883 1
3900 1
3905 1
3925 1
3930 1
3947 1
3957 1
3962 1
3963 1
3978 1
3979 1
3989 1
3995 1
4010 1
4021 1
4052 1
4057 1
4094 1
4099 1
4116 1
4127 1
4132 1
4187 1
4213 1
4229 1
4271 1
4276 1
4286 1
4291 1
4303 1
4308 2
4318 1
4323 1
4324 1
4340 1
4356 1
4365 1
4381 1
4398 1
4403 1
4413 1
4418 1
4440 1
4488 1
4493 1
4495 1
4500 1
4535 1
4548 1
4567 1
4573 1
4590 1
4595 1
4605 1
4622 1
4627 1
4632 1
4637 1
4664 1
4669 1
4700 1
4711 1
4726 1
4742 1
4759 2
4764 1
4775 1
4801 1
4856 1
4861 1
4896 1
4903 1
4919 1
4928 1
4934 1
4935 1
4951 2
4956 1
4966 1
4983 1
4988 1
5008 1
5013 1
5030 1
5046 1
5061 1
5072 1
5083 1
5088 1
5105 1
5120 1
5136 1
5143 1
5178 1
5183 1
5210 1
5215 1
5238 1
5264 1
5270 1
5280 1
5296 1
5312 1
5354 1
5359 1
5369 1
5374 1
5391 1
5402 1
5407 2
5444 1
5449 1
5466 1
5491 1
5504 1
5523 1
5539 1
5544 1
5546 1
5551 1
5571 1
5576 1
5578 1
5583 1
5599 1
5618 1
5631 1
5656 1
5673 1
5678 1
5711 1
5715 2
5720 1
5731 1
5748 1
5753 1
5763 1
5768 1
5810 1
5826 1
5842 1
5852 1
5858 1
5884 1
5907 1
5912 1
5939 1
5944 1
5979 1
5986 1
6002 1
6017 1
6034 1
6039 1
6050 1
6061 1
6072 1
6076 1
6092 1
6109 1
6114 1
6134 1
6139 1
6156 1
6166 1
6171 2
6187 1
6188 1
6194 1
6203 1
6219 1
6226 1
6261 1
6266 1
6321 1
6347 1
6354 1
6358 1
6359 1
6363 2
6380 1
6396 1
6411 1
6422 1
6453 1
6458 1
6485 1
6490 1
6495 1
6500 1
6517 1
6527 1
6532 1
6549 1
6555 1
6574 1
6587 1
6622 1
6627 1
6629 1
6634 1
6667 1
6682 1
6704 1
6709 1
6715 1
6719 1
6720 1
6724 1
6741 1
6757 1
6762 1
6766 1
6782 1
6794 1
6798 1
6799 1
6804 1
6814 2
6819 1
6831 1
6836 1
6846 1
6851 1
6893 1
6909 1
6935 1
6986 1
6990 1
6995 1
7002 1
7006 1
7023 1
7028 2
7065 1
7070 1
7101 1
7112 1
7123 1
7127 1
7133 1
7143 1
7144 1
7155 1
7159 1
7160 1
7165 1
7175 1
7192 1
7197 1
7217 1
7222 1
7239 1
7254 1
7270 1
7277 1
7310 1
7315 1
7332 1
7336 1
7347 1
7352 1
7363 1
7367 1
7384 1
7389 1
7405 1
7409 1
7410 1
7414 1
7431 1
7437 1
7441 1
7442 1
7446 1
7447 1
7462 1
7463 1
7473 1
7479 1
7494 1
7505 1
7536 1
7541 1
7578 1
7583 1
7600 1
7629 1
7634 1
7638 1
7671 2
7676 1
7693 1
7697 1
7713 1
7718 1
7750 1
7755 1
7760 1
7766 1
7770 1
7771 1
7775 1
7787 1
7792 2
7798 1
7802 1
7803 1
7807 1
7808 1
7824 1
7840 1
7845 1
7849 1
7865 1
7882 1
7887 1
7897 1
7902 1
7942 1
7958 1
7975 1
7979 1
7980 1
7984 1
7990 1
7995 1
8032 1
8037 1
8053 1
8057 1
8069 1
8074 1
8079 2
8085 1
8089 1
8106 1
8111 2
8116 1
8121 1
8148 1
8153 1
8184 1
8195 1
8206 1
8210 1
8226 1
8243 1
8248 1
8277 1
8288 1
8303 1
8319 1
8336 1
8340 1
8341 1
8345 1
8361 1
8366 1
8383 1
8387 1
8393 1
8398 2
8403 1
8414 1
8415 1
8418 1
8419 1
8430 1
8435 2
8440 1
8446 1
8450 1
8467 1
8472 1
8488 1
8492 1
8493 1
8497 1
8514 1
8530 1
8545 1
8556 1
8585 1
8590 1
8607 1
8623 1
8627 1
8638 1
8649 1
8680 1
8685 1
8712 1
8717 1
8722 2
8727 1
8744 1
8748 1
8754 2
8759 1
8764 1
8776 1
8780 1
8796 1
8801 1
8838 1
8843 1
8849 1
8853 1
8854 1
8858 1
8875 1
8891 1
8931 1
8936 1
8946 1
8951 1
8968 1
8984 1
8988 1
8993 1
9009 1
9025 1
9026 1
9030 1
9031 1
9035 1
9041 2
9046 1
9058 1
9062 1
9063 1
9067 1
9073 1
9078 1
9083 1
9115 1
9120 1
9136 1
9140 1
9157 1
9162 2
9195 1
9199 1
9204 1
9233 1
9250 1
9255 1
9292 1
9297 1
9328 1
9339 1
9354 1
9360 1
9370 1
9371 1
9386 1
9387 1
9391 1
9392 1
9396 1
9402 1
9419 1
9423 1
9424 1
9428 1
9444 1
9449 1
9466 1
9470 1
9481 1
9486 1
9497 1
9501 1
9518 1
9523 1
9556 1
9563 1
9579 1
9594 1
9611 1
9616 1
9636 1
9641 1
9658 1
9668 1
9673 1
9674 1
9678 1
9689 1
9690 1
9700 1
9706 1
9710 1
9721 1
9732 1
9763 1
9768 1
9805 2
9810 1
9827 1
9831 1
9838 1
9843 1
9847 1
9898 1
9924 1
9940 1
9982 1
9987 1
9997 1
10002 1
10014 1
10019 2
10029 1
10034 1
10035 1
10039 1
10051 1
10067 1
10071 1
10076 1
10092 1
10109 1
10113 1
10114 1
10118 1
10124 1
10129 1
10151 1
10166 1
10199 1
10204 1
10206 1
10211 1
10246 1
10259 1
10278 1
10284 1
10301 1
10306 1
10316 1
10333 1
10338 1
10343 1
10348 1
10375 1
10380 1
10411 1
10422 1
10437 1
10453 1
10470 2
10474 1
10475 1
10479 1
10486 1
10512 1
10567 1
10572 1
10607 1
10614 1
10630 1
10639 1
10645 1
10646 1
10662 2
10667 1
10677 1
10694 1
10699 1
10719 1
10724 1
10741 1
10757 1
10761 1
10772 1
10783 1
10794 1
10799 1
10816 1
10831 1
10847 1
10854 1
10889 1
10894 1
10921 1
10926 1
10949 1
10975 1
10981 1
10991 1
11007 1
11023 1
11065 1
11070 1
11080 1
11085 1
11102 1
11113 1
11118 2
11122 1
11155 1
11160 1
11177 1
11202 1
11215 1
11234 1
11250 1
11255 1
11257 1
11262 1
11282 1
11287 1
11289 1
11294 1
11310 1
11329 1
11342 1
11367 1
11384 1
11389 1
11426 2
11431 1
11442 1
11459 1
11464 1
11474 1
11479 1
11521 1
11537 1
11553 1
11563 1
11569 1
11595 1
11618 1
11623 1
11650 1
11655 1
11690 1
11697 1
11713 1
11728 1
11745 1
11750 1
11761 1
11772 1
11787 1
11803 1
11820 1
11825 1
11845 1
11850 1
11867 1
11877 1
11882 2
11898 1
11899 1
11905 1
11914 1
11930 1
11937 1
11972 1
11977 1
12032 1
12058 1
12069 1
12074 2
12091 1
12107 1
12122 1
12133 1
12164 1
12169 1
12196 1
12201 1
12206 1
12211 1
12228 1
12238 1
12243 1
12260 1
12266 1
12285 1
12298 1
12333 1
12338 1
12340 1
12345 1
12393 1
12415 1
12420 1
12430 1
12435 1
12452 1
12468 1
12477 1
12493 1
12509 1
12510 1
12515 1
12525 2
12530 1
12542 1
12547 1
12557 1
12562 1
12604 1
12620 1
12646 1
12701 1
12706 1
12717 1
12734 1
12739 1
12776 1
12781 1
12812 1
12823 1
12838 1
12844 1
12854 1
12855 1
12870 1
12871 1
12876 1
12886 1
12903 1
12908 1
12928 1
12933 1
12950 1
12965 1
12981 1
12988 1
13047 1
13063 1
13078 1
13095 1
13100 1
13120 1
13125 1
13142 1
13152 1
13157 1
13158 1
13173 1
13174 1
13184 1
13190 1
13205 1
13216 1
13247 1
13252 1
13289 1
13294 1
13311 1
13349 1
13382 1
13408 1
13424 1
13466 1
13471 1
13481 1
13486 1
13498 1
13503 2
13513 1
13518 1
13519 1
13535 1
13551 1
13560 1
13576 1
13593 1
13598 1
13608 1
13613 1
13690 1
13695 1
13743 1
13768 1
13785 1
13790 1
13800 1
13817 1
13822 1
13827 1
13832 1
13859 1
13864 1
13895 1
13906 1
13921 1
13937 1
13954 1
13959 1
14051 1
14056 1
14098 1
14114 1
14129 1
14130 1
14146 2
14151 1
14161 1
14178 1
14183 1
14203 1
14208 1
14225 1
14241 1
14256 1
14267 1
14338 1
14433 1
14459 1
14465 1
14475 1
14491 1
14507 1
14549 1
14554 1
14564 1
14569 1
14586 1
14602 1
14699 1
14741 1
14746 1
14773 1
14778 1
14794 1
14826 1
14851 1
14868 1
14873 1
14910 1
14915 1
15102 1
15107 1
15134 1
15139 1
15181 1
15197 1
15212 1
15229 1
15234 1
15389 1
15421 1
15516 1
15542 1
15558 1
15750 1
15782 1
15824 1
15829 1
15877 1
16185 1
16190 1
16472 1
End
